Id;Nazwa;Rodzaj
3431;SUW Straszyn - wymiana analizatora chloru Endress - Hauser na rurociągu tłocznym wody do miasta w budynku pompowni II stopnia;Zadanie
3432;SUW Straszyn - wymiana stacji uzdatniania wody kotłowej;Zadanie
3433;SUW Straszyn - modernizacja rozdzielni prądu stałegoTPS i modernizacja rozdzielni oświetlenia TOA;Zadanie
3434;SUW Straszyn - wymiana sprężarki ATLAS COPCO na hali filtrów i sprężarek;Zadanie
3435;SUW Straszyn - wymiana pompy UM 500 na przepince między filtrami żwirowymi i filtrami węglowymi;Zadanie
3436;SUW Straszyn - wymiana dwóch osuszaczy powietrza na hali filtrów i sprężarek;Zadanie
3437;SUW Pręgowo - wymiana pompek dozujących podchloryn sodu wraz z armaturą, sterowaniem i podłączeniem;Zadanie
3438;UW Lipce - modernizacja układu komunikacji 20 studni głębinowych i 6 polowych stacji trafo na ter. UW i SUW Lipce. Wymiana istn. światłowodowych modułów komunikacyjnych (światło/miedź) na inny typ;Zadanie
3439;UW Czarny Dwór - projekt i likwidacja uszkodzonego piezometru P-19 b oraz projekt i wykonanie piezometru zastępczego;Zadanie
3441;SUW Zakoniczyn - projekt i realizacja rekonstrukcji odwiertu zastępczego studni nr 3;Zadanie
3442;Wymiana przewodu wodociągowego DN 100/150 ul. Cieszyńskiego nr 16-18 (L = 114 mb), 32 (L = 67 mb) oraz Cieszyńskiego 56 - Więckowskiego 2 (L = 210 mb) ;Zadanie
3443;Wymiana przewodu wodociągowego DN200 L=382 mb w ul. Jabłońskiego;Zadanie
3444;Rozbudowa systemu monitoringu sieci wodociągowej - opomiarowanie reduktora na przewodzie 160 PE w ul. Guderskiego/Czermińskiego na spięciu stref ZW Kiełpino - SUW Straszyn;Zadanie
3445;Wymiana sieci wodociągowej DN 50/DN80AC w ul. Cyprysowej na długości ok. L = 310 m ;Zadanie
3446;Wymiana ok. 73 mb odcinka sieci DN 150 między przyczółkami mostu w ul. Toruńskiej;Zadanie
3447;Zbiornik Wody "Orunia" - Likwidacja ingresji wody do wnętrza zbiornika nr 1 i 2;Zadanie
3448;Modernizacja przewodu DN 150 w ul. Trakt Św. Wojciecha pomiędzy ul. Zaroślak a ul. Dworcową (ok. 1920 mb);Zadanie
3449;SPC Bitwy Oliwskiej - Modernizacja układu zasilania elektroenergetycznego oraz sterowania pracą hydroforni. Wykonanie nowego układu sterowania i zasilania zespołów pompowych;Zadanie
3450;Magistrala Straszyn komora K11 - budowa drogi dojazdowej bezpośrednio z ul. Staropolskiej w Kowalach;Zadanie
3451;Modernizacja instalacji napowietrzającej - OŚW - Piaskowniki napowietrzane;Zadanie
3452;OŚW - Zabudowa w studni zasuwy ZZ2C na instalacji spustu cieczy ze zbiornika tłuszczu;Zadanie
3453;OŚW - ob. 16 - Pompownia osadu przefermentowanego - Montaż 2 elektronapędów do zasuw na rurociągach osadu zagęszczonego;Zadanie
3454;Wykonanie wentylacji mechanicznej i izolacji ścian pompowni OBF ;Zadanie
3455;Modernizacja obudów rozdzielni zasilających pompownie recyrkulacji osadu, osadników wtórnych oraz SZR obiektu od 7-01 do 7-06;Zadanie
3456;Wymiana wyeksploatowanych 8 szt. rozruszników dmuchaw powietrza na stacji T-16100 (ob. 25);Zadanie
3457;OŚW - Wymiana przestarzałych technicznie oraz wyeksploatowanych zabezpieczeń nadprądowych, podnapięciowych i nadnapięciowych w rozdzielni 15 kV stacji;Zadanie
3459;OŚW - ob. 5 - Pompownia osadu wstępnego - Wymiana napędów do 3 pomp osadu, zastosowanie falowników, modernizacja rozdzielni oraz systemu automatyki i sterowania;Zadanie
3460;Modernizacja sterowników obiektowych dmuchaw szt. 8 oraz sterownika nadrzędnego na hali dmuchaw. Modernizacja wewnętrznej sieci komunikacyjnej;Zadanie
3461;Wymiana zużytych powłok 2 zbiorników biogazu;Zadanie
3462;Modernizacja przepompowni "Nowa Spadochroniarzy" (montaż żurawia, zasuwy odcinającej na dopływie, mieszadła);Zadanie
3463;PŚ Żabia - doprowadzenie przyłącza wodociągowego na teren przepompowni do celów technologicznych;Zadanie
3464;PŚ Letnica - likwidacja zbiornika przeciwuderzeniowego;Zadanie
3465;PŚ Ołowianka - Budowa systemu telewizji dozorowej CCTV;Zadanie
3466;PŚ Letnica - Wykonanie nowego układu sterowania i zasilania zespołów pompowych oraz pracą pompowni;Zadanie
3467;Modernizacja kanału sanitarnego DN 250 w ul. Kowalskiej na dł. ok. 130 m;Zadanie
3468;Modernizacja kanału sanitarnego DN 400 metodą bezwykopową w ul. Pułaskiego;Zadanie
3469;Budowa kanalizacji sanitarnej w rejonie ul. Leźnieńskiej;Zadanie
3470;Przebudowa kanału sanitarnego DN200 w ul. Św. Ducha na dł. ok. 100 m;Zadanie
3471;Budowa kanalizacji sanitarnej w ul. Kampinoskiej (na wysokości Zb. Orunia);Zadanie
3472;Budowa przykanalików sanitarnych w ul. Niepołomickiej;Zadanie
3473;Kanalizacja sanitarna w rejonie ulic Ku Ujściu i Przetocznej ;Zadanie
3474;Zasilanie jednej sekcji rozdzielnicy T-16100 O/Wschód z CHP;Zadanie
3475;Budowa kanalizacji sanitarnej w ul. Letnickiej i Wyzwolenia;Zadanie
3477;Budowa kanalizacji sanitarnej w ul. Chełmińskiej wraz z pś;Zadanie
3478;Budowa kanalizacji sanitarnej w dzielnicy Osowa;Zadanie
3480;Przebudowa sieci wodociągowej DN 150 AC w ul. Czerwony Dwór na dł. 427 m;Zadanie
3481;Przebudowa sieci wodociągowej DN 100 w ul. Przy Torze na dł. ok. 750 m wraz z renowacja kolektora sanitarnego 0,6m bet.;Zadanie
3482;Przebudowa sieci wodociągowej DN 100 w ul. Karłowicza na dł. ok. 500 m;Zadanie
3483;Przebudowa sieci wodociągowej DN 100/150 w ul. Toruńskiej;Zadanie
3484;Przebudowa sieci wodociągowej DN 100AC w ul. Tęczowej ;Zadanie
3485;Przebudowa sieci wodociągowych DN 150/250/300 AC w ul. Stryjewskiego, Sówki i Kępnej;Zadanie
3486;Przebudowa sieci wodociągowej DN 100AC w ul. Równej na dł. ok.879 m;Zadanie
3487;Przebudowa sieci wodociągowej w ul. Lilli Wenedy DN 100AC o dł. ok. 360 m;Zadanie
3488;Przebudowa sieci wodociągowej DN100 w ul. Zakopiańskiej na dł. ok. 710 m;Zadanie
3489;Przebudowa sieci wodociągowej DN 100 w ul. Asesora na dł. ok. 330 m;Zadanie
3490;Przebudowa sieci wodociągowej DN 100 w ul. Danusi na dł. ok. 190 m;Zadanie
3491;Przebudowa sieci wodociągowej DN150 żel/AC w ul. Reymonta na dł. ok. 330 m;Zadanie
3492;Przebudowa sieci wodociągowej DN150/200 AC w Al. Grunwaldzkiej;Zadanie
3493;Wymiana sieci wodociagowej DN 100AC w ul. Turystycznej ;Zadanie
3494;Przebudowa sieci wodociągowych i budowa sieci kanalizacji sanitarnej w ul. Podwale Przedmiejskie;Zadanie
3495;Budowa kanału sanitarnego w ul. Śliwkowej na dł. ok. 120 m;Zadanie
3496;Projekt i realizacja włączenia wód opadowych i roztopowych terenu UW Lipce  ;Zadanie
3497;ZW Kazimierz Montaż zespołu pompowego;Zadanie
3498;Pompownia wody na terenie UW Krakowiec ;Zadanie
3499;Przebudowa sieci wodociągowej w ul. Turystycznej - budowa przewodu wodociągowego 250PE dla obozowiska harcerskiego;Zadanie
3500;Rozbudowa przepompowni ścieków PS-9  na terenie Wyspy Sobieszewskiej (Jamboree);Zadanie
3501;Budowa przyłącza oraz montaż pompowni i zbiorników w celu odprowadzenia ścieków z miasteczka harcerskiego (Jamboree);Zadanie
3502;Budowa rurociągu przesyłowego przez teren Miasteczka ;Zadanie
3503;Badania hydrogeologiczne zasobów UW Pręgowo;Zadanie
3504;Przebudowa kanału sanitarnego DN 250 na dł. 70 m i DN 500 na dł. 130 m w ul. Szerokiej ;Zadanie
3505;Przebudowa sieci wodociągowej DN 500, DN300/250, DN200 i DN150  w rejonie Bramy Nizinnej;Zadanie
3506;Przebudowa kanalizacji sanitarnej w Osowej w ul. Parterowej i ul. Barniewickiej - zrzut ścieków z gm. Żukowo;Zadanie
3507;Przebudowa PŚ przy ul. Chłopskiej 66;Zadanie
3508;Budowa odcinka kanału sanitarnego DN 200 w ul. Trakt Św. Wojciecha 331b o dł. ok. 23 m;Zadanie
3509;Podłączenie układu pomiarowego PM-1 do systemu monitoringu. Doprowadzenie stałego zasilania do urządzenia pomiarowego;Zadanie
3510;Budowa odcinka sieci wodociągowej i kanalizacyjnej w drodze dojazdowej do Miasteczka;Zadanie
3511;Modernizacja przepompowni ścieków przy ul. Bytowskiej (na terenie SUW Dolina Radości);Zadanie
3512;Budowa sieci wodociągowej w ul. Sąsiedzkiej i Jesiennej na dł. ok. 250 m;Zadanie
3513;Działania związane z likwidacją odorów przy WM-1;Zadanie
3514;Budowa sieci wodociągowej w ul. Do Studzienki wraz z przyłączem wodociągowym Do Studzienki 65a;Zadanie
3516;Przebudowa kanału sanitarnego DN 200 w rejonie schodów przy ul. Starodworskiej;Zadanie
3517;Modernizacja systemu wizualizacyjnego w Centralnej Dyspozytorni OŚ Wschód;Zadanie
3518;Przebudowa sieci wodociągowej i kanalizacji sanitarnej w ul. Chmielnej (odprowadzenie ścieków z Wyspy Spichrzów);Zadanie
3519;Wymiana sieci wodociągowej DN100 żel w ul. Rybaki Dolne na dł. 184 m oraz w Rybaki Górne na dł. 306 m;Zadanie
3520;Przebudowa sieci wodociągowej DN100/500 w ul. Siedlickiej od ul. Fiszera do Traugutta ;Zadanie
3521;Przebudowa kanału sanitarnego w ul. Gwiazdowskiego;Zadanie
3522;Przebudowa kanałów sanitarnych DN 250 w ul. Krosna oraz w ul. Rycerskiej wraz z likwidacją kolektora Przymorze żelbet 1,4x2,1 m na długości L=540 m;Zadanie
3523;Budowa magistrali wodociągowej DN400 w ramach ul. Nowej Bulońskiej Północnej;Zadanie
3524;Budowa sieci wodociągowej w ul. Galileusza o dł. ok. 470 m;Zadanie
3525;Przebudowa sieci wodociągowej DN200 AC w ul. Białej na dł. ok. 640 m;Zadanie
3526;Kolektor Osowa - Oliwa;Zadanie
3528;Przebudowa kanału sanitarnego DN200 w ul. Dragana;Zadanie
3529;Węzeł W18 Iławska/Chełmińska na magistrali DN 500;Zadanie
3531;Przebudowa kanalizacji sanitarnej oraz obiektów kanalizacji sanitarnej w rejonie dzielnicy Osowa;Zadanie
3532;Przebudowa sieci wodociągowej DN 600/550 w ul. Nowiny - Trakt Św. Wojciecha. Wykonanie połączenia magistrali DN 1000 z przewodem wod. DN 600 w rejonie ul. Rejtana;Zadanie
3533;Przebudowa magistrali pręgowskiej na terenie gminy Kolbudy;Zadanie
3534;Budowa węzłów wodociągowych DN600/100 Kołobrzeska/Słupska, Kołobrzeska/Szczecińska;Zadanie
3535;Budowa kanalizacji sanitarnej na terenie Ogrodu Zoologicznego;Zadanie
3536;Budowa sieci wodociągowej  w ul. Borkowskiej, Straszyńskiej i Czerskiej na dł. ok. 1640 m;Zadanie
3537;Budowa kanalizacji sanitarnej w ul. Radiowej i w części ul. Internetowej na dł.ok. 666,8 m;Zadanie
3538;Przebudowa sieci wodociągowej DN80 AC w ul. Sołeckiej na dł. ok. 140 m;Zadanie
3539;Budowa kanalizacji sanitarnej w ul. Nowej Turystycznej;Zadanie
3540;Budowa kanalizacji sanitarnej w ul. Źródlanej i Jasińskiego na dł. ok. 1126 m oraz sieci wodociągowej w ul. Źródlanej na dł. 262 m;Zadanie
3541;Przebudowa sieci wodociągowej DN100 żel w ul. Bliskiej na dł. ok. 140 m;Zadanie
3542;Przebudowa sieci wodociągowej DN100 żel w ul. Skarpowej na dł. ok. 987 m;Zadanie
3543;Przebudowa sieci wodociągowej DN100 żel w ul. Konopnickiej na dł. ok. 245 m;Zadanie
3544;Przebudowa sieci wodociągowej DN100 żel w ul. Grażyny na dł. ok. 200 m;Zadanie
3545;Przebudowa kanału sanitarnego w ul. Augustyńskiego DN225 na dł. 59 m;Zadanie
3546;Wymiana przykanalika sanitarnego DN150 w ul. Łużyckiej o dł. 10 m;Zadanie
3547;Remont przyłącza  sanitarnego DN 150 przy ul. Elbląskiej 67 C metodą wykopową na dł. 15m;Zadanie
3548;Przebudowa kanału sanitarnego DN 200 w ul. Hożej na dł. 248 m;Zadanie
3549;Budowa sieci wodociągowej DN150 w ul. Stężyckiej ;Zadanie
3550;UW Lipce - Projekt i realizacja rekonstrukcji lub odwiertu zastępczego studni nr 8a;Zadanie
3551;PŚ Rzeczna - Modernizacja skarpy poprzez budowę betonowego muru oporowego ;Zadanie
3552;Przebudowa sieci wodociągowej DN50 w ul. Ujeścisko na dł. ok.260 m;Zadanie
3553;Budowa sieci i przyłączy wod-kan do toalet w pasie nadmorskim;Zadanie
3554;Przebudowa sieci wodociagowej DN80 na DN150 w ul. Przyrodników na dł. ok. 540 m;Zadanie
3555;Budowa sieci wodociągowej w ul. Keplera na dł. ok. 623 m i ul. Koziorożca na dł. ok. 544 m;Zadanie
3556;Pompownia Wody "Stary Sobieski" - likwidacja obiektu;Zadanie
3557;Przebudowa kanału sanitarnego DN200 w ul. J. Soplicy na dł. ok. 220 m;Zadanie
3558;Przebudowa kanału sanitarnego w rejonie Beethovena 78-120 na dł. ok. 489 m;Zadanie
3559;Przebudowa kanału sanitarnego DN200/150 w ul. Łostowickiej 25-27 na dł. ok. 108 m;Zadanie
3560;Uporządkowanie sieci wod-kan w rejonie ul. Kolejowej;Zadanie
3561;Remont budynku przy Dragana;Zadanie
3562;Przebudowa sieci wodociągowej i kanalizacyjnej w ul.Biskupia, Na Stoku, Salwator, Zaroślak oraz Górka w ramach rewitalizacji obszaru Biskupia Górka / Stary Chełm w Gdańsku;Zadanie
3564;Przebudowa sieci wod-kan w ramach rewitalizacji obszaru Dolne Miasto/Plac Wałowy/Stare Przedmieście;Zadanie
3565;Budowa fontanny wraz z przebudową sieci wod-kan w ramach rewitalizacji „Placu Wałowego";Zadanie
3566;Przebudowa sieci wodociągowych w ul. Wilków Morskich i Góreckiego w ramach rewitalizacji obszaru Nowy Port z Twierdzą Wisłoujście w Gdańsku;Zadanie
3567;Przebudowa sieci wodociągowej DN400AC w ul. Chłopskiej od Piastowskiej do Obrońców Wybrzeża;Zadanie
3568;Wymiana sieci wodociągowej w ul. Stępkarskiej;Zadanie
3569;Wymiana skorodowanych przewodów wodociągowych w ul. Seredyńskiego DN200/100 żel, Kubacza, PCK, Wróbla, Świętopełka/Słowiańska, Broniewskiego, Bystrzycka, Manifestu Połanieckiego, Sambora, Rejtana;Zadanie
3570;Wycięcie przewodu DN200 żel w korycie Potoku Strzyża (ul. Reymonta);Zadanie
3572;Likwidacja dwóch studni na zlikwidowanym kanałe DN300 w rejonie kolektora "Zaroślak";Zadanie
3573;Wykonanie przyłączy wod-kan do działki 24/5 przy ul. Otomińskiej;Zadanie
3574;Przebudowa sieci wodociągowej DN200 żel w ul. Stryjewskiego od Tamka do Zimnej na dł. ok. 350 m;Zadanie
3575;Przebudowa sieci wodociągowej DN100 żel w ul. Starowiślnej na dł. ok. 120 m;Zadanie
3576;Przebudowa sieci wodociągowej DN300AC w ul. Kolonia Studentów/ul. Pohulanka na dł. ok. 450 m;Zadanie
3577;Odprowadzenie odcieków z placu manewrowego przed budynkiem separacji piasku OSW Wschód ;Zadanie
3578;Dom dla dzieci przy ul. Malczewskiego 100;Zadanie
3579;;Zadanie
3581;Przebudowa sieci wodociągowej w ul. Dobrej wraz z przyłączami na dł. ok. 230 m;Zadanie
3582;Przyłącze wodociągowe do zraszania trawnika w Parku Świętopełka;Zadanie
3584;Budowa odwodnienia liniowego deszczowego przed wjazdem do przepompowni "Czereśniowa" z podłączeniem do kanału deszczowego;Zadanie
3585;Budowa PŚ Portowa;Zadanie
3586;Przebudowa sieci wodociągowej DN100/80 w Sandomierskiej na dł 557m od Traktu Św. Wojciecha do ul. Równej;Zadanie
3589;Przebudowa kanału sanitarnego DN250 kam. w ul. Niedziałkowskiego;Zadanie
3591;Przebudowa sieci wodociągowej w ul. Gościnnej w ramach rewitalizacji obszaru Orunia;Zadanie
3592;Przebudowa sieci wodociągowej DN100 w ul. Uphagena na dł. ok. 570 m;Zadanie
3593;Przebudowa odcinka sieci wodociągowej DN250 w ul. Marii Ludwiki i ul. Madalińskiego na dł. ok 300 m;Zadanie
3594;Przebudowa sieci wodociągowej DN 150 w ul. Trakt Św. Wojciecha/ul. Dworcowa przed realizacją prawoskrętu;Zadanie
3595;Przeniesienie urządzeń do pomiaru jakościowego wody na ZW Kazimierz;Zadanie
3596;Przebudowa sieci wodociągowej DN250 AC w ciągu al. Gen. J. Hallera na dł. ok. 1270 m;Zadanie
3597;Przyłączenie poletka osadowego do kanalizacji sanitarnej na terenie OŚ Wschód;Zadanie
3598;Przebudowa kanalizacji sanitarnej w rejonie PŚ Motława;Zadanie
3599;Dostosowanie UW Czarny Dwór do planowanej Drogi Zielonej;Zadanie
3600;;Zadanie
3601;Przebudowa obiektu Pomorska 60;Zadanie
3602;;Zadanie
3603;;Zadanie
3604;;Zadanie
3608;;Zadanie
3609;Zagospodarowanie terenu północnej części wyspy Ołowianka;Zadanie
3610;Przebudowa sieci wodociągowej DN200/100 żel/AC w ul. Piastowskiej od Poznańskiej do Chłopskiej na dł. ok. 510 m wraz z budową odcinka kanału sanitarnego w ul. Chłopskiej;Zadanie
3611;SUW Straszyn - Wymiana dwóch pomp obiegowych w instalacji wytwarzania i dozowania mleka wapiennego;Zadanie
3612;SUW Zakoniczyn - Wymiana 1 pompki dozującej podchloryn sodu wraz z podłączeniem do istniejącej instalacji technologicznej i sterowania;Zadanie
3613;SUW Zakoniczyn - Projekt, zakup i montaż analizatora chloru w wodzie wraz z podłączeniem do instalaji przekazu danych;Zadanie
3615;ZW Orunia nr 3 - Odbudowa i modernizacja skarp zbiornika z jednoczesnym ich uzbrojeniem zapobiegającym ponownemu osunięciu;Zadanie
3616;Wymiana istniejących niezidentyfikowanych przyłączy ołowianych i stalowych w 2018;Zadanie
3617;Ob. 16 - pompownia osadu przefermentowanego - wymiana wyeksploatowanego mieszadła zatapialnego ;Zadanie
3618;Ob. 17 - zbiornik  pośredni osadu przefermentowanego - wymiana wyeksploatowanych mieszadeł zatapialnych;Zadanie
3619;Ob.7-01 do 7-06 - Modernizacja rozdzielni zasilajacej pompownię osadu recyrkulowanego oraz sterownice osadników wstępnych;Zadanie
3620;Budowa przepompowni ścieków na terenach byłych ZNTK;Zadanie
3621;Budowa odcinka sieci wodociągowej DN100 w rejonie ul. Kielnieńskiej o dł. ok. 40 m;Zadanie
3622;Przebudowa sieci DN200 AC wzdłuż ul. Wosia Budzysza oraz budowa odcinków sieci wod-kan w celu podłączenia budynków pętli tramwajowych;Zadanie
3624;Przebudowa sieci wodociągowej z UW Smęgorzyno ;Zadanie
3625;Przywrócenie fontanny na Małym Błędniku;Zadanie
3627;Budowa kanalizacji sanitarnej w ul. Feliksa Muzyka;Zadanie
3629;Hermetyzacja komór krat na PM-1 i PŚ Ołowianka;Zadanie
3630;Przebudowa sieci wodociągowej DN100 w ul. Sandomierskiej na dł. ok. 390 m od ul. Przy Torze do ul. Równej;Zadanie
3631;Przebudowa sieci wodociagowej PVC160 w ul. Olszyńskiej na dł. ok. 170 m;Zadanie
3632;;Zadanie
3633;Wykonanie dostępu do kosza ssawnego małej niecki oraz przebudowa układu zasilania ekranu dotykowego na fontannie Heweliusza przy ul. Rajskiej w Gdańsku ;Zadanie
3635;Przebudowa sieci wodociągowej DN150 AC przy budynku ul. Startowa nr 23 na dł. ok. 180 m;Zadanie
3636;PS Załogowa- doposażenie;Zadanie
3637;Wymiana układu napędowego na środkach trwałych będących w okresie trwałości, zrealizowanych w ramach zadania 103 GPWŚII;Zadanie
3638;Przebudowa odcinka kolektora "Przymorze" od ul. Kolejowej do Jana z Kolna;Zadanie
3639;Przebudowa sieci wodociągowej DN200 i kanału sanitarnego DN300 w ul. Reymonta pod Potokiem Strzyża ;Zadanie
3640;Przebudowa sieci wodociągowej DN100 AC w ul. Wojska Polskiego na dł. 458 m;Zadanie
3641;;Zadanie
3642;Budowa sieci kanalizacji sanitarnej w ul. Choczewskiej, Będomińskiej, Barkoczyńskiej, Mirachowskiej, Zbąszyńskiej, Smęgorzyńskiej 24-26B o łącznej dł. ok.1919 m wraz z przepompownią ścieków;Zadanie
3644;;Zadanie
3645;Wykonanie ocieplenia instalacji punktu poboru wody na Targu Węglowym;Zadanie
3647;Koncepcja budowy kanalizacji sanitarnej w rejonie ul. Marzeń;Zadanie
3648;Przebudowa sieci wodociągowej DN200 AC/żel na DN300 w ul. Wały Piastowskie 6-24 na dł. ok. 160 m;Zadanie
3649;Budowa połączenia sieci wodociągowej 225 PE przy ul. Potęgowskiej/Nowej Stężyckiej na dł. ok. 110 m wraz z budową komory reduktora;Zadanie
3650;Przebudowa sieci wodociągowej DN100 żel w ul. Głuchej na dł. ok. 338 m;Zadanie
3651;Budowa myjni samochodów ciężarowych na terenie ITPO;Zadanie
3652;Budowa kanalizacji sanitarnej w dzielnicy Kiełpino rejon ulic Łagowskiej, Kortowskiej, Niegocińskiej;Zadanie
3654;Likwidacja infrastruktury podziemnej w obrębie SUW Grodza Kamienna ;Zadanie
3655;Budowa spinki wodociągowej od ZU Szadółki przez ul. Lubowidzką do Stężyckiej o dł. ok. ...;Zadanie
3657;Budowa kanalizacji sanitarnej w ul. Łagowskiej na dł. ok. 490 m;Zadanie
3658;Wymiana wodociągu DN100 w ul. Brzegi (ok. 840 m);Zadanie
3659;Wymiana wodociągu DN 300 w ul. Cieszyńskiego o dł. ok. 690 mb;Zadanie
3660;Wymiana sieci wodociągowej DN100 w ul. Stary Dwór (przejście pod mostem);Zadanie
3661;Wymiana sieci wodociągowej DN100AC w ul. Żołnierska/Dąbrowskiego;Zadanie
3662;Likwidacja sieci wodociągowej DN 40 w ul. Portowców 6, 9, 11, 11A, 15, 17;Zadanie
3663;Modernizacja przyłącza sanitarnego DN 150 w ul.Polanki 28;Zadanie
3664;PŚ Letnica - modernizacja rurociągu tłocznego DN 500/600 ;Zadanie
3665;Komory pomiarowe ścieków na granicy gmin ościennych: Żukowa i m. Pruszcz Gdański - przyłączenie przepływomierzy gmin ościennych do systemu telemetrii;Zadanie
3668;PŚ. Ołowianka - Wymiana silników pomp głównych - szt. 3;Zadanie
3669;Modernizacja dwóch rurociągów tłocznych DN500 stalowych z PŚ. Bysewo i z gm. Żukowo;Zadanie
3670;PŚ Nadmorski Dwór - Modernizacja kolektora tłocznego DN100 w studni armatury na terenie przepompowni wraz z wymianą pomp;Zadanie
3671;PŚ Łabędzia - Modernizacja przepompowni - wymiana pomp;Zadanie
3672;PŚ Sobieszewo 11 - Modernizacja przepompowni - wymiana pomp;Zadanie
3673;PŚ. Kościuszki - Modernizacja przepompowni - wymiana pomp;Zadanie
3674;PŚ Sobieszewo PS4 - Doposażenie w zasuwę odcinającą dopływ ścieków do przepompowni;Zadanie
3675;PŚ Sobieszewo PS9 - Doposażenie w zasuwę odcinającą dopływ ścieków do przepompowni;Zadanie
3676;Budowa fontanny w dzielnicy Stogi;Zadanie
3677;Budowa zdrojów w kolejnych dzielnicach Gdańska - edycja 2019;Zadanie
3678;Likwidacja stacji transformatorowej wnętrzowej 15kV na terenie PW Polanki;Zadanie
3679;Budowa kanalizacji sanitarnej w ul. Strzelca;Zadanie
3680;UW Dolina Radości - Projekt i realizacja rekonstrukcji lub odwiertu zastępczego studni nr 11b;Zadanie
3682;UW Osowa - wymiana 6 szt. terenowych rozdzielnic zasilająco - sterowniczych na terenie ujęcia wody ;Zadanie
3683;UW Lipce - Projekt i realizacja wymiany wodociągu od studni nr 7a do zbiorczego rurociągu wody surowej DN 150 ze stalowego na żeliwo sferoidalne;Zadanie
3684;UW Osowa - Zakup pomp głębinowych szt. 2 (studnia nr 3 i 7);Zadanie
3685;UW Straszyn - Zakup i montaż pompy zatapialnej do osadnika gnilnego;Zadanie
3687;Modernizacja przykanalika sanitarnego DN150 do budynku mieszkalnego przy ul. Polanki 28, L=12,5 m;Zadanie
3688;;Zadanie
3689;Instalacja mikroaeracji na terenie OŚ Gdańsk Wschód;Zadanie
3692;Budowa zdroju na terenie Placu Gen. S. Maczka;Zadanie
3693;Przebudowa sieci wodociągowej DN100 i odcinka kanalizacji sanitarnej DN300 w ul. Szczyglej na dł. ok. 125 m;Zadanie
3695;Przebudowa sieci wodociągowej w ul. Słupskiej, Arkońskiej, Szczecińskiej, Śląskiej, Kołobrzeskiej oraz Beniowskiego i Bora-Komorowskiego na łącznej dł. ok. 2400 m;Zadanie
3698;Przebudowa odcinka kanału sanitarnego DN200 w ul. Wrzosy 26 na dł. 47 m;Zadanie
3699;Przebudowa kanału sanitarnego DN250 w ul. Wygon na dł. ok. 81,5 m;Zadanie
3700;Fontanna na Targu Maślanym wraz z zagospodarowaniem placu;Zadanie
3701;Rozbiórka budynku przy ulicy Benzynowej 16;Zadanie
3702;Przebudowa odcinka kanału sanitarnego w ul. Grunwaldzkiej nr  174, 176, 178 i 180 na dł. ok. 210 m;Zadanie
3703;Budowa nowego odcinka sieci DN100 w ul. Powstańców Warszawskich na odcinku Szpital Kolejowy - Kartuska na dł. 110 m;Zadanie
3709;Przebudowa odcinka sieci kanalizacji sanitarnej w ul. Leszczyńskich/Majewskich;Zadanie
3710;Przebudowa sieci wodociągowej z działek prywatnych w pas drogowy, na wysokości posesji Leśna Góra 31, 31a, 41;Zadanie
3711;Przebudowa sieci wodociągowej DN100 AC w ul. Jana Rybińskiego na dł. ok. 130 m;Zadanie
3712;Przebudowa sieci wodociągowej 160/110PE w ul. Nadwodnej na dł. ok. 170 m;Zadanie
3713;Przebudowa kanału sanitarnego DN150 przy budynku Grobla I nr 13 na dł. ok. 80 m;Zadanie
3714;Przebudowa sieci wodociągowych i sieci kanalizacji sanitarnej w ul. Kielnieńskiej;Zadanie
3716;Budowa nowych zdrojów w Gdańsku;Zadanie
3717;Wiata magazynowa na odpady eksploatacyjne ITPO i Instalacji CHP ;Zadanie
3718;Modyfikacja algorytmu sterowania PM-1 i PŚ Ołowianka , modernizacja PŚ Ołowianka wraz z pozostałymi zaleceniami po awarii;Zadanie
3719;Budowa komory K2 na kolektorze WM-1;Zadanie
3721;Usunięcie kolizji sieci wodociągowej z rowami i potokami;Zadanie
3722;Usunięcie kolizji sieci kanalizacyjnej z rowami i potokami;Zadanie
3723;PŚ PM-1 - Wykonanie dodatkowego włazu oraz otworu eksploatacyjnego w pokrywie. ;Zadanie
3724;Magazynek Wodomierzowni Reymonta 57 - likwidacja obiektu;Zadanie
3725;Przebudowa sieci wodociągowej i sieci kanalizacji sanitarnej w ul. Sierocej na dł. ok. 100 m;Zadanie
3726;Przebudowa przepompowni ścieków "Letnicka";Zadanie
3727;Przebudowa kanalizacji sanitarnej i technologicznej wraz z likwidacją lokalnej przepompowni ścieków na terenie ZW Kiełpino;Zadanie
3728;;Zadanie
3729;Przebudowa sieci wodociągowej DN100 żel przy ul. Wyzwolenia 19;Zadanie
3730;Wymiana rurociągów osadu przefermentowanego z ZKF;Zadanie
3731;Eliminacja uciążliwych zapachów oraz nadmiernego hałasu z terenu PŚ Ołowianka i PM-1;Zadanie
3732;Rozbiórka budynku przy ulicy Benzynowej 16/2;Zadanie
3734;Przebudowa sieci wodociągowej DN200/125 w ul. Kliniczna i ul. Kochanowskiego na dł. 330 m;Zadanie
3735;;Zadanie
3736;;Zadanie
3737;Budowa sieci wod-kan wraz z przyłączami na terenie ul. Reduta Dzik;Zadanie
3738;;Zadanie
3739;Budowa odcinka kanalizacji sanitarnej wzdłuż ul. Spacerowej o dł. ok. 132 m ;Zadanie
3740;Budowa kanalizacji sanitarnej w rejonie ul. Wielkopolskiej;Zadanie
